,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
3599,Hyundai,Hyundai i10 Era,14,60000,Petrol,First,19.8,1086.0,68.05,199000.0
3600,Honda,Honda Amaze S,5,32006,Petrol,First,18.0,1198.0,86.7,425000.0
3601,Audi,Audi A6 2.7,13,78000,Diesel,First,12.0,2698.0,179.5,800000.0
3602,Hyundai,Hyundai i10 Magna,11,9489,Petrol,First,20.3,1197.0,78.9,295000.0
3603,Renault,Renault KWID RXT,4,5000,Petrol,First,25.1,799.0,53.3,350000.0
3604,Audi,Audi A4 New,10,60000,Diesel,Second,15.0,1968.0,140.8,1600000.0
3605,Maruti,Maruti Alto 800,7,50000,Petrol,First,22.7,796.0,47.3,275000.0
3606,Honda,Honda City i,7,53000,Petrol,First,17.0,1497.0,117.3,695000.0
3607,Mercedes-Benz,Mercedes-Benz New C-Class,11,64000,Petrol,Second,11.7,1796.0,186.0,1250000.0
3608,Audi,Audi Q5 3.0,5,43827,Diesel,First,13.2,2967.0,241.4,3683000.0
3609,Volkswagen,Volkswagen Polo 1.2,11,36431,Petrol,First,16.0,1199.0,74.0,270000.0
3610,Hyundai,Hyundai Creta 1.4,5,35000,Diesel,First,21.3,1396.0,88.7,990000.0
3611,Honda,Honda City 1.5,11,94832,Petrol,First,17.0,1497.0,118.0,383000.0
3612,Honda,Honda City 1.5,10,88381,Petrol,First,17.0,1497.0,118.0,525000.0
3613,Maruti,Maruti S Cross,6,45194,Diesel,First,22.0,1598.0,118.0,775000.0
3614,Maruti,Maruti SX4 Vxi,12,66000,Petrol,Second,16.5,1586.0,103.2,246000.0
3615,Maruti,Maruti Swift Dzire,8,38578,Diesel,First,23.0,1248.0,74.0,396000.0
3616,Maruti,Maruti Ertiga ZDI,7,40000,Diesel,First,20.7,1248.0,88.8,825000.0
3617,Hyundai,Hyundai i20 1.2,4,20632,Petrol,First,18.0,1197.0,81.83,758000.0
3618,Hyundai,Hyundai Grand i10,8,73042,Diesel,First,24.0,1120.0,70.0,399000.0
3619,Honda,Honda City i,8,54257,Petrol,First,17.0,1497.0,117.3,625000.0
3620,Skoda,Skoda Rapid 1.6,9,93000,Diesel,First,20.0,1598.0,103.5,500000.0
3621,Mercedes-Benz,Mercedes-Benz E-Class E270,17,102000,Diesel,Second,11.0,2987.0,198.5,465000.00000000006
3622,Hyundai,Hyundai Santa Fe,6,28881,Diesel,First,13.0,2199.0,194.3,2137000.0
3623,Maruti,Maruti Alto LXi,15,52195,Petrol,First,19.0,796.0,46.3,175000.0
3624,ISUZU,ISUZU D-MAX V-Cross,4,20422,Diesel,First,12.0,2499.0,134.0,1609000.0
3625,Hyundai,Hyundai Verna 1.4,10,38000,Diesel,First,24.0,1396.0,88.7,409999.99999999994
3626,Ford,Ford Figo Diesel,7,92885,Diesel,First,20.0,1399.0,68.0,356000.0
3627,Honda,Honda City 1.5,12,43000,Petrol,Second,17.0,1497.0,118.0,421000.0
3628,Maruti,Maruti Swift VDI,6,70478,Diesel,First,17.0,1248.0,113.2722029281571,686000.0
3629,Hyundai,Hyundai Verna 1.6,7,57000,Diesel,First,23.0,1582.0,126.2,660000.0
3630,Hyundai,Hyundai Creta 1.6,4,32434,Petrol,First,13.0,1591.0,121.3,1435000.0
3631,Ford,Ford Ecosport 1.5,5,32000,Diesel,First,22.0,1498.0,89.84,950000.0
3632,BMW,BMW X6 xDrive30d,11,59000,Diesel,First,11.0,2993.0,241.0,2190000.0
3633,BMW,BMW 5 Series,6,76467,Diesel,First,18.1,1995.0,190.0,3045000.0
3634,Ford,Ford Figo Aspire,6,100000,Diesel,First,25.8,1498.0,99.0,509999.99999999994
3635,Hyundai,Hyundai Verna VTVT,9,37086,Petrol,First,17.0,1591.0,121.3,544000.0
3636,Ford,Ford Ikon 1.4,12,135000,Diesel,First,13.0,1399.0,68.0,160000.0
3637,Audi,Audi A6 2011-2015,8,54862,Diesel,First,17.6,1968.0,174.33,1667000.0000000002
3638,Honda,Honda CR-V Sport,12,67758,Petrol,First,10.0,2354.0,113.2722029281571,950000.0
3639,Hyundai,Hyundai i20 2015-2017,10,56200,Petrol,First,15.0,1396.0,98.6,385000.0
3640,Toyota,Toyota Fortuner 2.8,11,169006,Diesel,First,14.2,2755.0,174.5,1064000.0
3641,Renault,Renault KWID RXT,6,20229,Petrol,First,25.1,799.0,53.3,350000.0
3642,Chevrolet,Chevrolet Spark 1.0,14,62000,Petrol,Third,18.0,995.0,62.0,110000.00000000001
3643,Hyundai,Hyundai Verna Transform,11,51500,Petrol,Second,16.0,1599.0,103.2,260000.0
3644,BMW,BMW 3 Series,10,69000,Diesel,First,18.8,1995.0,184.0,1850000.0
3645,Hyundai,Hyundai Santro Xing,18,167000,Petrol,First,0.0,1086.0,113.2722029281571,135000.0
3646,Maruti,Maruti Swift Dzire,7,62476,Diesel,First,26.5,1248.0,74.0,795000.0
3647,Hyundai,Hyundai Xcent 1.2,5,60500,Diesel,First,25.0,1186.0,73.97,549000.0
3648,Honda,Honda Jazz V,5,17978,Petrol,First,19.0,1199.0,88.7,695000.0
3649,Tata,Tata Indigo LS,14,300000,Diesel,First,17.0,1405.0,70.0,100000.0
3650,Ford,Ford Fiesta Classic,9,123000,Diesel,Second,17.0,1399.0,67.0,445000.0
3651,Maruti,Maruti S-Cross Alpha,6,45296,Diesel,First,25.0,1248.0,88.5,699000.0
3652,Maruti,Maruti SX4 Zxi,14,77325,Petrol,First,15.0,1586.0,104.68,351000.0
3653,Maruti,Maruti Baleno Zeta,4,25858,Petrol,First,21.0,1197.0,83.1,754000.0
3654,Maruti,Maruti Ritz LDi,6,120000,Diesel,First,23.0,1248.0,73.94,365000.0
3655,Hyundai,Hyundai Elantra CRDi,6,22000,Diesel,First,19.0,1582.0,126.24,1600000.0
3656,Chevrolet,Chevrolet Spark 1.0,10,11000,Petrol,First,16.0,995.0,62.1,140000.0
3657,Hyundai,Hyundai i20 1.2,5,3900,Petrol,First,18.0,1197.0,81.83,645000.0
3658,Hyundai,Hyundai Xcent 1.1,6,106092,Diesel,First,24.0,1120.0,71.0,440000.00000000006
3659,Honda,Honda Jazz 1.2,7,27000,Petrol,First,19.0,1199.0,88.7,595000.0
3660,Honda,Honda Brio S,9,11000,Petrol,First,19.0,1198.0,86.8,390000.0
3661,Mercedes-Benz,Mercedes-Benz E-Class E250,6,39753,Diesel,First,13.0,2143.0,201.1,3528000.0
3662,Tata,Tata Hexa XT,5,39800,Diesel,First,17.0,2179.0,153.86,1425000.0
3663,Hyundai,Hyundai Xcent 1.1,5,73000,Diesel,First,24.0,1120.0,71.0,450000.0
3664,Ford,Ford Ecosport 1.5,7,55000,Diesel,First,22.0,1498.0,89.84,750000.0
3665,Tata,Tata Nano XTA,5,18351,Petrol,First,21.0,624.0,37.48,341000.0
3666,Honda,Honda Brio VX,9,45000,Petrol,Second,19.0,1198.0,86.8,325000.0
3667,Maruti,Maruti Ertiga SHVS,6,112200,Diesel,First,24.5,1248.0,88.5,830000.0000000001
3668,Hyundai,Hyundai i10 Sportz,12,29000,Petrol,First,20.3,1197.0,78.9,345000.0
3669,Hyundai,Hyundai Santro Xing,15,57309,Petrol,First,17.0,1086.0,113.2722029281571,210000.0
3670,Mahindra,Mahindra XUV500 W10,7,53392,Diesel,First,16.0,2179.0,140.0,1195000.0
3671,Volkswagen,Volkswagen Vento Diesel,12,71000,Diesel,First,20.5,1598.0,103.6,425000.0
3672,Tata,Tata Safari Storme,8,93000,Diesel,First,14.0,2179.0,138.1,825000.0
3673,Honda,Honda Accord 2.4,12,119000,Petrol,First,10.0,2354.0,180.0,595000.0
3674,Maruti,Maruti Eeco 7,6,42225,Petrol,First,15.0,1196.0,73.0,430000.0
3675,Maruti,Maruti Swift VDI,10,65000,Diesel,First,22.0,1248.0,74.0,390000.0
3676,Maruti,Maruti Baleno Zeta,6,27809,Petrol,First,21.0,1197.0,83.1,641000.0
3677,Mahindra,Mahindra XUV500 W8,7,65100,Diesel,First,15.0,2179.0,140.0,836000.0
3678,Hyundai,Hyundai Xcent 1.2,8,51000,Petrol,First,19.0,1197.0,82.0,385000.0
3679,Mercedes-Benz,Mercedes-Benz New C-Class,5,10000,Diesel,First,19.2,2143.0,167.62,3600000.0
3680,Skoda,Skoda Superb 1.8,11,54895,Petrol,First,13.1,1798.0,160.0,750000.0
3681,Volkswagen,Volkswagen CrossPolo 1.5,7,80768,Diesel,First,20.1,1498.0,88.73,570000.0
3682,Maruti,Maruti Ignis 1.2,3,12076,Petrol,First,20.8,1197.0,81.8,550000.0
3683,Maruti,Maruti Swift VDI,6,49000,Diesel,First,25.0,1248.0,74.0,590000.0
3684,Honda,Honda City i,7,42366,Petrol,First,17.0,1497.0,117.3,775000.0
3685,BMW,BMW 5 Series,12,68000,Diesel,First,11.0,2993.0,235.0,1800000.0
3686,Skoda,Skoda Laura Ambiente,14,122397,Diesel,First,17.0,1896.0,106.0,440000.00000000006
3687,Volkswagen,Volkswagen Polo GT,5,50534,Petrol,First,17.2,1197.0,103.5,827000.0
3688,Renault,Renault Duster 85PS,8,55300,Diesel,First,19.8,1461.0,83.8,475000.0
3689,Honda,Honda City 1.5,14,73095,Petrol,First,16.0,1497.0,118.0,380000.0
3690,Volkswagen,Volkswagen Vento Diesel,11,51100,Diesel,First,20.5,1598.0,103.6,340000.0
3691,Hyundai,Hyundai Grand i10,6,13436,Petrol,Second,18.0,1197.0,82.0,470000.0
3692,Ford,Ford Fiesta 1.4,14,76000,Petrol,Second,16.0,1388.0,68.0,149000.0
3693,Hyundai,Hyundai Xcent 1.1,6,63141,Diesel,Second,24.0,1120.0,71.0,450000.0
3694,Honda,Honda Amaze VX,8,74885,Diesel,First,25.0,1498.0,98.6,540000.0
3695,Honda,Honda City i,6,14000,Petrol,First,18.0,1497.0,117.3,1150000.0
3696,Renault,Renault Fluence 1.5,10,56000,Diesel,Second,20.0,1461.0,108.5,350000.0
3697,BMW,BMW 5 Series,12,46000,Diesel,First,22.4,1995.0,190.0,1650000.0
3698,Maruti,Maruti SX4 ZXI,10,51800,Petrol,First,15.0,1586.0,103.3,390000.0
3699,Honda,Honda City ZX,15,81000,Petrol,First,16.0,1497.0,78.0,325000.0
3700,Volkswagen,Volkswagen Ameo 1.2,4,17370,Petrol,First,17.0,1198.0,73.75,584000.0
3701,Volkswagen,Volkswagen Ameo 1.2,6,18456,Petrol,First,17.0,1198.0,73.75,575000.0
3702,Audi,Audi A4 2.0,12,59000,Diesel,First,16.5,1968.0,140.0,1000000.0
3703,Maruti,Maruti Wagon R,16,141537,Petrol,Second,18.0,998.0,67.1,105000.0
3704,Hyundai,Hyundai Verna SX,9,51000,Diesel,First,19.0,1582.0,126.32,564000.0
3705,Mercedes-Benz,Mercedes-Benz GLC 220d,3,29311,Diesel,First,17.0,2143.0,170.0,5097000.0
3706,BMW,BMW 3 Series,6,31000,Diesel,First,21.7,1995.0,190.0,2995000.0
3707,Honda,Honda Mobilio V,8,80000,Diesel,Second,24.0,1498.0,98.6,484999.99999999994
3708,Hyundai,Hyundai Creta 1.6,6,33000,Diesel,First,17.0,1582.0,126.2,1450000.0
3709,Honda,Honda City 1.5,11,71556,Petrol,First,17.0,1497.0,118.0,550000.0
3710,Ford,Ford Fiesta 1.4,11,85000,Diesel,First,17.0,1399.0,68.0,320000.0
3711,Maruti,Maruti Swift Dzire,6,91000,Diesel,First,26.5,1248.0,74.0,450000.0
3712,Mercedes-Benz,Mercedes-Benz E-Class E250,7,73187,Diesel,First,13.0,2143.0,204.0,3072000.0
3713,Chevrolet,Chevrolet Captiva LT,13,232000,Diesel,First,11.0,1991.0,147.9,350000.0
3714,Toyota,Toyota Innova 2.5,15,127079,Diesel,First,12.0,2494.0,102.0,699000.0
3715,Mahindra,Mahindra Quanto C8,8,58816,Diesel,First,17.2,1493.0,100.0,345000.0
3716,Honda,Honda City i,7,63818,Petrol,First,17.0,1497.0,117.3,657000.0
3717,Audi,Audi A4 2.0,8,40000,Diesel,First,17.1,1968.0,174.33,1750000.0
3718,Volkswagen,Volkswagen Polo Diesel,9,77445,Diesel,First,22.0,1199.0,73.9,375000.0
3719,Ford,Ford EcoSport 1.5,5,14000,Petrol,First,14.0,1497.0,121.36,999000.0
3720,Toyota,Toyota Innova 2.5,10,85122,Diesel,First,12.9,2494.0,100.0,819999.9999999999
3721,Honda,Honda City 1.5,17,123000,Petrol,Third,13.0,1493.0,100.0,110000.00000000001
3722,Maruti,Maruti SX4 Green,7,61000,CNG,First,30.94,1586.0,85.7,389000.0
3723,Maruti,Maruti Alto 800,7,63714,Petrol,First,24.0,796.0,47.3,245000.00000000003
3724,Mercedes-Benz,Mercedes-Benz M-Class ML,13,53000,Diesel,First,8.0,2987.0,224.34,1375000.0
3725,Maruti,Maruti Swift Dzire,5,60000,Diesel,First,26.5,1248.0,74.0,300000.0
3726,Maruti,Maruti Vitara Brezza,5,33000,Diesel,First,24.0,1248.0,88.5,925000.0
3727,Volvo,Volvo S60 D5,9,31000,Diesel,First,13.0,2400.0,215.0,1764999.9999999998
3728,Toyota,Toyota Fortuner 4x2,8,79000,Diesel,First,12.5,2982.0,168.5,1825000.0
3729,Hyundai,Hyundai i20 Sportz,9,67914,Diesel,First,23.0,1396.0,90.0,345000.0
3730,Audi,Audi A4 35,7,58970,Diesel,First,17.1,1968.0,174.33,2375000.0
3731,Nissan,Nissan Terrano XV,9,60000,Diesel,Second,19.6,1461.0,108.5,545000.0
3732,Maruti,Maruti Celerio ZXI,5,35225,Petrol,First,23.0,998.0,67.04,525000.0
3733,Maruti,Maruti Esteem Vxi,17,69496,Petrol,First,15.0,1298.0,113.2722029281571,110000.00000000001
3734,Hyundai,Hyundai i10 Sportz,10,62282,Petrol,First,16.9,1197.0,78.9,290000.0
3735,BMW,BMW 3 Series,12,80000,Diesel,First,22.6,1995.0,190.0,1420000.0
3736,Hyundai,Hyundai Grand i10,4,43698,Petrol,First,18.0,1197.0,82.0,580000.0
3737,Hyundai,Hyundai Grand i10,5,28052,Petrol,First,18.0,1197.0,82.0,722000.0
3738,Hyundai,Hyundai Grand i10,6,29091,Petrol,First,18.0,1197.0,81.86,487000.0
3739,Volkswagen,Volkswagen Polo 1.2,9,63000,Petrol,First,16.4,1198.0,74.0,330000.0
3740,Honda,Honda City ZX,15,91000,Petrol,Second,17.0,1497.0,78.0,300000.0
3741,Mercedes-Benz,Mercedes-Benz GLA Class,8,30000,Diesel,First,17.0,2143.0,136.0,2600000.0
3742,Maruti,Maruti Omni 8,5,24571,Petrol,First,14.0,796.0,35.0,290000.0
3743,Hyundai,Hyundai Verna 1.6,8,45000,Petrol,First,15.7,1591.0,121.3,750000.0
3744,Maruti,Maruti Alto 800,7,24617,Petrol,First,22.7,796.0,47.3,236000.0
3745,Maruti,Maruti Vitara Brezza,5,26927,Diesel,First,24.0,1248.0,88.5,1139000.0
3746,Mahindra,Mahindra XUV500 W8,9,87736,Diesel,First,15.0,2179.0,140.0,702000.0
3747,Maruti,Maruti Vitara Brezza,6,35299,Diesel,First,24.0,1248.0,88.5,800000.0
3748,Hyundai,Hyundai i20 1.2,5,51612,Petrol,First,18.0,1197.0,81.83,711000.0
3749,Mercedes-Benz,Mercedes-Benz E-Class 250,24,55300,Diesel,First,10.0,1796.0,157.7,390000.0
3750,Maruti,Maruti Alto LXi,13,65090,Petrol,First,19.0,796.0,46.3,215000.0
3751,Honda,Honda Amaze S,9,40000,Petrol,First,18.0,1198.0,86.7,325000.0
3752,Land,Land Rover Range,7,38467,Diesel,First,12.6,2993.0,255.0,7066000.0
3753,Hyundai,Hyundai Grand i10,9,71904,Diesel,First,24.0,1120.0,70.0,461000.00000000006
3754,Honda,Honda Civic 2006-2010,14,87000,Petrol,First,13.0,1799.0,130.0,235000.0
3755,Hyundai,Hyundai Grand i10,8,33000,Diesel,Second,24.0,1120.0,70.0,405000.0
3756,Maruti,Maruti 800 AC,13,22100,Petrol,Second,16.0,796.0,37.0,80000.0
3757,Toyota,Toyota Etios Liva,8,59589,Diesel,First,23.5,1364.0,67.1,560000.0
3758,Hyundai,Hyundai i20 Magna,7,44000,Diesel,First,22.5,1396.0,88.73,535000.0
3759,Maruti,Maruti Alto K10,5,12000,Petrol,First,24.0,998.0,67.1,325000.0
3760,BMW,BMW X1 sDrive20d,10,66000,Diesel,Second,17.0,1995.0,184.0,1150000.0
3761,Maruti,Maruti Celerio VXI,6,38009,Petrol,First,23.0,998.0,67.04,425000.0
3762,Skoda,Skoda Superb Elegance,13,35000,Petrol,Second,13.0,1798.0,157.75,445000.0
3763,Mahindra,Mahindra Xylo E4,13,70000,Diesel,First,14.0,2498.0,112.0,285000.0
3764,Mahindra,Mahindra XUV500 W8,8,86000,Diesel,First,15.0,2179.0,140.0,785000.0
3765,Maruti,Maruti Swift Dzire,6,32000,Petrol,First,19.0,1197.0,85.8,530000.0
3766,Ford,Ford Ecosport 1.0,5,15000,Petrol,First,18.8,999.0,123.24,800000.0
3767,Toyota,Toyota Corolla Altis,8,69918,Diesel,First,21.4,1364.0,87.2,943000.0
3768,Hyundai,Hyundai i20 2015-2017,10,39000,Petrol,First,18.0,1197.0,80.0,275000.0
3769,Renault,Renault Captur 1.5,4,1011,Diesel,First,20.3,1461.0,108.45,1350000.0
3770,Mercedes-Benz,Mercedes-Benz E-Class 280,13,85000,Diesel,First,11.0,2987.0,198.5,999000.0
3771,Maruti,Maruti Baleno RS,5,46663,Petrol,First,21.0,998.0,100.0,695000.0
3772,Nissan,Nissan Sunny 2011-2014,7,27000,Petrol,First,17.9,1498.0,99.6,675000.0
3773,Hyundai,Hyundai Grand i10,7,15000,Petrol,First,18.0,1197.0,82.0,550000.0
3774,Maruti,Maruti Ciaz Zeta,4,10575,Petrol,First,21.5,1462.0,103.25,918000.0
3775,Hyundai,Hyundai Xcent 1.2,8,12500,Petrol,First,19.0,1197.0,82.0,415000.00000000006
3776,Hyundai,Hyundai Verna 1.6,10,52000,Diesel,First,22.3,1582.0,126.32,650000.0
3777,Maruti,Maruti Wagon R,7,49818,Petrol,First,21.0,1197.0,81.8,411000.00000000006
3778,Hyundai,Hyundai Verna CRDi,14,90000,Diesel,Second,16.0,1493.0,110.0,225000.0
3779,Toyota,Toyota Etios Liva,7,52207,Petrol,First,17.7,1197.0,78.9,455999.99999999994
3780,Mahindra,Mahindra Xylo E4,9,167362,Diesel,First,11.6,2498.0,112.0,400000.0
3781,Toyota,Toyota Etios Liva,7,49894,Diesel,First,23.5,1364.0,67.06,527000.0
3782,Mahindra,Mahindra Thar DI,3,13024,Diesel,First,18.0,2523.0,63.0,911000.0
3783,Nissan,Nissan X-Trail SLX,12,128000,Diesel,Second,14.4,1995.0,147.6,620000.0
3784,Toyota,Toyota Innova Crysta,5,26023,Diesel,First,11.3,2755.0,171.5,1997000.0
3785,Hyundai,Hyundai Creta 1.4,6,42784,Diesel,First,21.3,1396.0,88.7,1017000.0
3786,Maruti,Maruti Swift VDI,8,115000,Diesel,First,28.0,1248.0,74.0,450000.0
3787,Hyundai,Hyundai Verna 1.6,3,30529,Diesel,First,23.0,1582.0,126.2,1428000.0
3788,Maruti,Maruti Alto LXi,10,14814,Petrol,Second,19.0,796.0,46.3,247000.00000000003
3789,Maruti,Maruti S Cross,6,58000,Diesel,First,23.6,1248.0,88.5,790000.0
3790,Hyundai,Hyundai EON Era,11,68128,Petrol,First,21.0,814.0,55.2,229999.99999999997
3791,Nissan,Nissan Terrano XL,9,63220,Petrol,First,13.2,1598.0,102.5,650000.0
3792,Hyundai,Hyundai EON Era,6,30000,Petrol,First,21.0,814.0,55.2,325000.0
3793,Tata,Tata Zest Quadrajet,5,27768,Diesel,First,20.6,1248.0,88.7,585000.0
3794,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,8,53000,Diesel,Second,14.2,2143.0,203.0,2900000.0
3795,Audi,Audi Q5 2.0,8,87652,Diesel,Second,14.1,1968.0,174.3,2571000.0
3796,Ford,Ford Fiesta 1.6,14,94873,Petrol,Second,15.0,1596.0,101.0,185000.0
3797,BMW,BMW 3 Series,7,56000,Diesel,First,18.8,1995.0,184.0,2275000.0
3798,Maruti,Maruti Baleno RS,4,18678,Petrol,First,21.0,998.0,100.0,832000.0
3799,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,8,30000,Diesel,First,14.2,2143.0,203.0,2600000.0
3800,Ford,Ford Endeavour Hurricane,10,129000,Diesel,First,12.0,2953.0,113.2722029281571,700000.0
3801,Hyundai,Hyundai i10 Sportz,9,59000,Petrol,First,20.3,1197.0,78.9,345000.0
3802,Hyundai,Hyundai Grand i10,5,13000,Petrol,First,18.0,1197.0,82.0,515000.00000000006
3803,Honda,Honda Brio S,8,74325,Petrol,First,19.0,1198.0,86.8,351000.0
3804,Hyundai,Hyundai i20 Magna,7,45000,Diesel,First,21.0,1396.0,88.76,345000.0
3805,Volkswagen,Volkswagen Polo Petrol,9,57000,Petrol,First,16.4,1198.0,73.9,375000.0
3806,Honda,Honda City 1.5,21,125943,Petrol,Second,13.0,1493.0,100.0,145000.0
3807,Skoda,Skoda Octavia Ambiente,14,80000,Diesel,First,18.0,1896.0,66.0,220000.00000000003
3808,Ford,Ford Endeavour 2.5L,12,154000,Diesel,First,13.0,2499.0,141.0,799000.0
3809,Chevrolet,Chevrolet Cruze LTZ,9,62000,Diesel,Second,18.0,1991.0,147.9,675000.0
3810,Honda,Honda CR-V AT,9,27000,Petrol,First,14.0,1621.5059354622972,113.2722029281571,1199000.0
3811,Honda,Honda Mobilio V,8,45000,Diesel,First,24.0,1498.0,98.6,500000.0
3812,Maruti,Maruti Ertiga VDI,10,105000,Diesel,Second,20.7,1248.0,88.76,590000.0
3813,Hyundai,Hyundai Grand i10,9,26000,Petrol,First,18.0,1197.0,82.0,375000.0
3814,Jaguar,Jaguar XF 3.0,8,30900,Diesel,First,14.7,2993.0,270.9,2950000.0
3815,Honda,Honda Amaze VX,8,48000,Petrol,First,18.0,1198.0,86.7,475000.0
3816,Audi,Audi A6 2.7,11,112719,Diesel,First,12.0,2698.0,179.5,1150000.0
3817,Hyundai,Hyundai i20 1.2,5,5000,Petrol,First,18.0,1197.0,81.83,695000.0
3818,Volkswagen,Volkswagen Ameo 1.2,6,16000,Petrol,First,17.0,1198.0,73.75,540000.0
3819,Renault,Renault Fluence 2.0,11,63000,Petrol,First,13.0,1997.0,135.1,475000.0
3820,Maruti,Maruti Alto K10,11,28300,Petrol,First,24.0,998.0,67.1,215000.0
3821,Maruti,Maruti Alto Std,17,49000,Petrol,First,19.0,796.0,46.3,90000.0
3822,Maruti,Maruti Wagon R,6,12501,Petrol,First,20.5,998.0,67.04,350000.0
3823,Fiat,Fiat Linea 1.3,6,56628,Diesel,First,20.0,1248.0,92.0,585000.0
3824,Maruti,Maruti Swift Dzire,12,105000,Diesel,First,19.0,1248.0,73.9,315000.0
3825,Renault,Renault Scala Diesel,6,52126,Diesel,First,21.6,1461.0,84.8,600000.0
3826,Hyundai,Hyundai i20 Magna,12,38000,Petrol,First,18.0,1197.0,80.0,223000.0
3827,Hyundai,Hyundai Xcent 1.2,6,50000,Petrol,First,19.0,1197.0,82.0,250000.0
3828,Maruti,Maruti Wagon R,7,50230,Petrol,First,18.0,998.0,67.1,387000.0
3829,Mahindra,Mahindra XUV500 W8,8,31000,Diesel,First,15.0,2179.0,140.0,950000.0
3830,Toyota,Toyota Fortuner 4x2,8,79000,Diesel,First,12.5,2982.0,168.5,1775000.0
3831,Renault,Renault Duster 110PS,10,130000,Diesel,First,19.6,1461.0,108.45,375000.0
3832,Hyundai,Hyundai Santro Xing,12,115000,Petrol,Second,17.9,1086.0,62.1,150000.0
3833,Hyundai,Hyundai Verna 1.6,9,41500,Petrol,Second,17.0,1591.0,121.3,500000.0
3834,BMW,BMW X1 sDrive,8,54385,Diesel,Second,15.0,1995.0,177.0,1700000.0
3835,Honda,Honda Civic 2006-2010,11,56361,Petrol,First,12.0,1799.0,130.0,438000.0
3836,Audi,Audi A6 35,4,22000,Petrol,First,15.2,1798.0,187.74,4150000.0
3837,Maruti,Maruti Wagon R,5,8000,Petrol,First,20.5,998.0,67.04,300000.0
3838,Maruti,Maruti Vitara Brezza,4,28741,Diesel,First,24.0,1248.0,88.5,1100000.0
3839,Land,Land Rover Discovery,10,117236,Diesel,Second,11.0,2720.0,190.0,1400000.0
3840,Maruti,Maruti Dzire New,6,30500,Diesel,First,26.5,1248.0,74.0,765000.0
3841,Hyundai,Hyundai Verna VTVT,4,5000,Petrol,First,17.0,1591.0,121.3,869999.9999999999
3842,Maruti,Maruti Ertiga ZDI,6,42000,Diesel,First,25.4,1248.0,88.5,990000.0
3843,Hyundai,Hyundai Accent GLE,12,32773,Petrol,First,13.0,1495.0,94.0,204999.99999999997
3844,Hyundai,Hyundai i20 1.2,6,19008,Petrol,First,17.0,1197.0,80.0,525000.0
3845,Hyundai,Hyundai Verna VTVT,10,32542,Petrol,First,17.0,1591.0,121.3,577000.0
3846,Maruti,Maruti Alto LX,12,94753,Petrol,First,19.0,796.0,46.3,195000.0
3847,Mahindra,Mahindra Scorpio VLX,11,70000,Diesel,Second,12.0,2179.0,120.0,745000.0
3848,Maruti,Maruti Wagon R,10,68347,Petrol,First,18.0,998.0,67.1,260000.0
3849,Hyundai,Hyundai i20 1.2,11,72000,Petrol,Second,17.0,1197.0,80.0,325000.0
3850,Maruti,Maruti Ritz VDi,12,75014,Diesel,First,21.0,1248.0,73.9,385000.0
3851,Renault,Renault Koleos 2.0,9,65000,Diesel,Second,13.7,1995.0,148.0,750000.0
3852,BMW,BMW 3 Series,10,55598,Diesel,First,22.6,1995.0,190.0,1150000.0
3853,Honda,Honda Brio V,9,50000,Petrol,First,19.0,1198.0,86.8,325000.0
3854,Hyundai,Hyundai Sonata GOLD,19,44200,Petrol,Second,11.0,1997.0,134.0,150000.0
3855,Maruti,Maruti Swift Dzire,8,65000,Diesel,First,19.0,1248.0,73.9,531000.0
3856,Mahindra,Mahindra XUV500 W8,9,49000,Diesel,First,16.0,2179.0,140.0,900000.0
3857,Hyundai,Hyundai i10 Sportz,6,7200,Petrol,First,19.8,1086.0,68.05,359000.0
3858,Maruti,Maruti Ciaz ZXi,6,43152,Petrol,First,20.7,1373.0,91.1,735000.0
3859,Toyota,Toyota Innova 2.5,9,112000,Diesel,First,12.0,2494.0,102.0,1200000.0
3860,Hyundai,Hyundai Grand i10,5,23540,Petrol,First,18.0,1197.0,82.0,602000.0
3861,Chevrolet,Chevrolet Optra Magnum,14,82160,Diesel,First,16.5,1991.0,123.7,256999.99999999997
3862,Mahindra,Mahindra Ssangyong Rexton,9,57000,Diesel,First,12.8,2696.0,162.0,1245000.0
3863,Mahindra,Mahindra XUV500 W8,7,39335,Diesel,First,15.0,2179.0,140.0,1263000.0
3864,Honda,Honda City i,8,62000,Petrol,Second,17.0,1497.0,117.3,775000.0
3865,Ford,Ford Ecosport 1.5,8,60000,Diesel,First,22.0,1498.0,89.84,550000.0
3866,Hyundai,Hyundai i20 Sportz,7,35000,Petrol,First,18.0,1197.0,81.83,443000.0
3867,Mercedes-Benz,Mercedes-Benz CLA 200,6,32345,Diesel,First,17.0,2143.0,136.0,2451000.0
3868,Hyundai,Hyundai EON Magna,8,47000,Petrol,First,22.0,814.0,55.0,265000.0
3869,Maruti,Maruti Alto 800,10,65537,CNG,Second,46.815999999999995,796.0,40.3,210000.0
3870,Toyota,Toyota Etios G,11,36000,Petrol,First,17.0,1496.0,88.7,320000.0
3871,Maruti,Maruti Swift Dzire,6,75000,Diesel,First,23.0,1248.0,74.0,425000.0
3872,Maruti,Maruti Alto LXi,14,38000,Petrol,First,19.0,796.0,46.3,110000.00000000001
