,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
3021,Skoda,Skoda Laura Ambiente,2013,81755,Diesel,First,20.0,1968.0,108.5,475000.0
3022,Toyota,Toyota Fortuner 3.0,2016,99593,Diesel,First,11.5,2982.0,171.0,2350000.0
3023,Hyundai,Hyundai Verna 1.6,2014,39791,Diesel,First,22.32,1582.0,126.32,749000.0
3024,Mahindra,Mahindra XUV500 W6,2015,113000,Diesel,First,15.1,2179.0,140.0,1085000.0
3025,Renault,Renault KWID RXT,2017,24000,Petrol,First,25.17,799.0,53.3,350000.0
3026,Hyundai,Hyundai i20 Asta,2015,39000,Petrol,Second,18.6,1197.0,81.83,630000.0
3027,Honda,Honda City V,2012,37000,Petrol,First,15.6,1497.0,116.3,675000.0
3028,Ford,Ford Endeavour 3.2,2017,61108,Diesel,First,10.91,3198.0,197.0,2888000.0
3029,Skoda,Skoda Superb Elegance,2016,61648,Petrol,First,13.7,1798.0,157.75,1423000.0
3030,BMW,BMW 3 Series,2012,37000,Diesel,Third,22.69,1995.0,190.0,1500000.0
3031,Maruti,Maruti Ertiga VXI,2013,53000,CNG,First,22.8,1373.0,80.9,580000.0
3032,Maruti,Maruti Ritz LDi,2013,65000,Diesel,First,23.2,1248.0,73.94,375000.0
3033,Hyundai,Hyundai Santro Xing,2005,120000,Petrol,First,0.0,1086.0,113.25304969366827,114999.99999999999
3034,Toyota,Toyota Fortuner 3.0,2011,148009,Diesel,Second,11.5,2982.0,171.0,1275000.0
3035,Maruti,Maruti Swift Lxi,2009,53001,Petrol,First,16.1,1298.0,88.2,195000.0
3036,Tata,Tata Tigor 1.2,2018,22345,Petrol,First,20.3,1199.0,84.0,495000.0
3037,Honda,Honda City i,2015,50000,Petrol,First,18.0,1497.0,117.3,825000.0
3038,BMW,BMW 3 Series,2013,48183,Diesel,First,13.2,1995.0,170.0,2099000.0
3039,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2010,93000,Diesel,Second,14.21,2143.0,203.0,1750000.0
3040,Maruti,Maruti Swift VDI,2015,53500,Diesel,First,28.4,1248.0,74.0,536000.0
3041,Maruti,Maruti Ertiga VXI,2014,17585,Petrol,First,16.02,1373.0,93.7,635000.0
3042,Hyundai,Hyundai Verna 1.6,2011,36226,Petrol,First,17.01,1591.0,121.3,295000.0
3043,Land,Land Rover Discovery,2019,25899,Diesel,First,12.63,2179.0,147.5,5570000.0
3044,Hyundai,Hyundai Santro Xing,2009,60170,Petrol,First,0.0,1086.0,62.0,114999.99999999999
3045,Mercedes-Benz,Mercedes-Benz New C-Class,2017,11200,Diesel,First,19.27,2143.0,167.62,3750000.0
3046,Hyundai,Hyundai i10 Magna,2017,49045,Petrol,First,20.36,1197.0,78.9,407000.0
3047,Volkswagen,Volkswagen Polo Diesel,2012,45000,Diesel,First,22.07,1199.0,73.9,299000.0
3048,Maruti,Maruti Vitara Brezza,2017,40000,Diesel,First,24.3,1248.0,88.5,790000.0
3049,Renault,Renault Duster 85PS,2016,36600,Diesel,First,19.87,1461.0,83.8,749000.0
3050,Tata,Tata Indica Vista,2009,117000,Diesel,First,18.0,1248.0,75.0,110000.00000000001
3051,Mercedes-Benz,Mercedes-Benz GL-Class 350,2016,16000,Diesel,First,11.3,2987.0,254.8,5600000.0
3052,Hyundai,Hyundai Xcent 1.2,2016,50000,Diesel,First,25.4,1186.0,73.97,350000.0
3053,Hyundai,Hyundai Verna CRDi,2008,150000,Diesel,First,18.1,1493.0,110.0,300000.0
3054,Hyundai,Hyundai Verna 1.6,2014,11000,Petrol,First,17.01,1591.0,121.3,610000.0
3055,Ford,Ford Figo Petrol,2010,102016,Petrol,First,15.6,1196.0,70.0,225000.0
3056,Maruti,Maruti Swift VDI,2016,38000,Diesel,First,25.2,1248.0,74.0,595000.0
3057,Renault,Renault Pulse RxL,2013,71491,Diesel,First,23.08,1461.0,63.12,495000.0
3058,Volkswagen,Volkswagen Polo 1.2,2015,46354,Petrol,Second,16.47,1198.0,74.0,549000.0
3059,BMW,BMW 3 Series,2019,87000,Diesel,First,22.69,1995.0,190.0,667000.0
3060,Skoda,Skoda Rapid 1.6,2015,20765,Petrol,First,15.0,1598.0,103.52,625000.0
3061,Hyundai,Hyundai Santro GS,2005,58000,Petrol,Second,0.0,999.0,113.25304969366827,151000.0
3062,Audi,Audi Q7 3.0,2014,51076,Diesel,First,12.07,2967.0,241.4,3488000.0000000005
3063,Maruti,Maruti Ciaz VDi,2016,84085,Diesel,First,26.21,1248.0,88.5,690000.0
3064,Honda,Honda City i,2014,55000,Diesel,First,25.1,1498.0,98.6,599000.0
3065,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2010,73000,Petrol,First,10.93,3498.0,272.0,1040000.0
3066,Audi,Audi A6 2011-2015,2012,50001,Diesel,First,14.57,2967.0,241.38,2900000.0
3067,Mahindra,Mahindra Xylo H4,2016,93166,Diesel,Second,14.02,2179.0,118.3,585000.0
3068,Honda,Honda City 1.5,2006,99583,Petrol,Third,12.0,1493.0,100.0,221000.0
3069,Maruti,Maruti SX4 ZXI,2010,72000,Petrol,First,15.5,1586.0,103.3,240000.0
3070,Toyota,Toyota Corolla Altis,2009,70000,Petrol,Third,14.53,1798.0,138.1,300000.0
3071,Volkswagen,Volkswagen Vento Petrol,2012,61000,Petrol,Second,14.4,1598.0,103.6,375000.0
3072,Hyundai,Hyundai EON Era,2015,66510,Petrol,First,21.1,814.0,55.2,295000.0
3073,Skoda,Skoda Laura Ambition,2011,84062,Diesel,First,20.0,1968.0,108.5,580000.0
3074,Maruti,Maruti Swift VDI,2012,80799,Diesel,First,22.9,1248.0,74.0,490000.00000000006
3075,Toyota,Toyota Corolla Altis,2018,5000,Petrol,First,14.28,1798.0,138.03,1695000.0
3076,Toyota,Toyota Innova 2.5,2013,92000,Diesel,First,12.99,2494.0,100.0,1250000.0
3077,Tata,Tata Tiago Wizz,2017,53000,Diesel,First,27.28,1047.0,69.0,500000.0
3078,Skoda,Skoda Rapid 1.6,2015,39822,Petrol,First,15.41,1598.0,103.52,468000.0
3079,Ford,Ford Endeavour 3.2,2016,29000,Diesel,First,10.91,3198.0,197.0,2980000.0
3080,Renault,Renault KWID RXL,2017,24214,Petrol,Second,25.17,799.0,53.3,346000.0
3081,Hyundai,Hyundai i20 1.4,2012,75000,Diesel,First,23.0,1396.0,90.0,400000.0
3082,Skoda,Skoda Laura Ambiente,2012,77216,Diesel,Second,17.5,1896.0,106.0,450000.0
3083,Toyota,Toyota Corolla Altis,2013,74290,Diesel,First,21.43,1364.0,87.2,587000.0
3084,Mahindra,Mahindra Scorpio S8,2015,61000,Diesel,First,15.4,2179.0,120.0,950000.0
3085,Audi,Audi Q5 2.0,2013,44000,Diesel,First,14.16,1968.0,174.3,3250000.0
3086,Chevrolet,Chevrolet Enjoy TCDi,2014,74041,Diesel,First,18.2,1248.0,73.8,388000.0
3087,BMW,BMW 3 Series,2013,85846,Diesel,First,22.69,1995.0,190.0,1308000.0
3088,Nissan,Nissan Sunny 2011-2014,2012,52000,Diesel,First,21.64,1461.0,84.8,350000.0
3089,Honda,Honda Accord 2.4,2010,47000,Petrol,Second,12.8,2354.0,177.6,350000.0
3090,Hyundai,Hyundai Verna CRDi,2010,72010,Diesel,First,16.8,1493.0,110.0,445000.0
3091,Maruti,Maruti Omni E,2015,15000,Petrol,First,16.8,796.0,34.2,235000.0
3092,Honda,Honda City i,2015,480000,Petrol,First,17.4,1497.0,117.3,500000.0
3093,Audi,Audi A7 2011-2015,2012,24720,Diesel,Second,0.0,2967.0,241.4,2800000.0
3094,Ford,Ford Fiesta 1.4,2007,75000,Petrol,Second,16.6,1388.0,68.0,200000.0
3095,Hyundai,Hyundai i20 1.4,2015,57000,Diesel,First,22.54,1396.0,88.73,635000.0
3096,Mercedes-Benz,Mercedes-Benz E-Class E250,2015,41057,Diesel,First,13.0,2143.0,201.1,2463000.0
3097,Maruti,Maruti Wagon R,2012,92000,CNG,Second,26.2,998.0,58.2,300000.0
3098,Ford,Ford EcoSport 1.5,2016,20000,Diesel,First,22.77,1498.0,98.59,790000.0
3099,Hyundai,Hyundai i20 1.2,2011,52359,Petrol,First,18.5,1197.0,80.0,325000.0
3100,Honda,Honda City i,2016,17000,Petrol,Second,17.8,1497.0,117.3,825000.0
3101,Nissan,Nissan Micra Diesel,2011,39002,Diesel,First,23.08,1461.0,63.1,285000.0
3102,Ford,Ford Figo Diesel,2010,129986,Diesel,Second,20.0,1399.0,68.0,320000.0
3103,Nissan,Nissan Micra XL,2013,45000,Petrol,First,18.44,1198.0,75.0,175000.0
3104,Maruti,Maruti Swift VDI,2013,41300,Diesel,First,17.8,1248.0,113.25304969366827,338000.0
3105,Honda,Honda Accord 2.4,2009,82002,Petrol,Second,12.8,2354.0,177.6,575000.0
3106,Skoda,Skoda Superb Elegance,2010,67000,Petrol,First,13.7,1798.0,157.75,470000.0
3107,Maruti,Maruti Omni 8,2017,21260,Petrol,First,14.0,796.0,35.0,290000.0
3108,Hyundai,Hyundai i20 Magna,2012,55362,Diesel,First,21.9,1396.0,88.8,425000.0
3109,Hyundai,Hyundai Creta 1.6,2017,13000,Diesel,First,17.01,1582.0,126.2,1450000.0
3110,Maruti,Maruti Swift VDI,2016,45725,Diesel,First,25.2,1248.0,74.0,534000.0
3111,Maruti,Maruti Swift LDI,2014,105000,Diesel,First,25.2,1248.0,74.0,385000.0
3112,Toyota,Toyota Innova 2.5,2009,156056,Diesel,First,12.8,2494.0,102.0,850000.0
3113,Hyundai,Hyundai Xcent 1.1,2016,135000,Diesel,First,24.4,1120.0,71.0,420000.0
3114,Maruti,Maruti Ertiga Paseo,2016,67000,Diesel,First,20.77,1248.0,88.7,675000.0
3115,Ford,Ford Endeavour 3.2,2016,90000,Diesel,First,10.91,3198.0,197.2,2600000.0
3116,Hyundai,Hyundai i20 1.4,2019,32251,Diesel,First,22.54,1396.0,88.73,861000.0
3117,Maruti,Maruti Zen Estilo,2009,47000,Petrol,First,19.0,998.0,67.1,146000.0
3118,Maruti,Maruti Ritz VDi,2011,75308,Diesel,Second,21.1,1248.0,73.9,280000.0
3119,Maruti,Maruti Alto K10,2018,44202,CNG,First,32.26,998.0,58.2,400000.0
3120,Honda,Honda City 1.5,2014,58000,Petrol,First,17.0,1497.0,118.0,547000.0
3121,Maruti,Maruti Swift Dzire,2009,60000,Petrol,First,17.5,1298.0,85.8,245000.00000000003
3122,BMW,BMW X1 sDrive,2014,45000,Diesel,First,17.05,1995.0,184.0,2150000.0
3123,Tata,Tata Manza Aqua,2010,41195,Petrol,First,15.0,1368.0,90.0,138000.0
3124,Mahindra,Mahindra XUV500 W10,2016,89000,Diesel,First,16.0,2179.0,140.0,1350000.0
3125,Hyundai,Hyundai i10 Sportz,2009,60510,Petrol,Second,16.95,1197.0,78.9,310000.0
3126,Maruti,Maruti Baleno Sigma,2016,8500,Petrol,First,21.4,1197.0,83.1,549000.0
3127,Maruti,Maruti Vitara Brezza,2017,35981,Diesel,First,24.3,1248.0,88.5,951000.0
3128,Ford,Ford Figo Petrol,2012,23152,Petrol,First,15.6,1196.0,70.02,239000.0
3129,Maruti,Maruti Wagon R,2014,74663,CNG,First,33.54,998.0,67.04,325000.0
3130,Volkswagen,Volkswagen Vento Sport,2014,61529,Petrol,First,18.19,1197.0,103.5,565000.0
3131,Mahindra,Mahindra Xylo D2,2010,91596,Diesel,First,14.95,2489.0,93.7,185000.0
3132,Porsche,Porsche Cayenne Base,2019,14298,Petrol,First,13.33,2995.0,340.0,202000.0
3133,Maruti,Maruti Swift Dzire,2013,83327,Diesel,First,19.3,1248.0,73.9,580000.0
3134,Volkswagen,Volkswagen Polo 1.2,2017,22857,Petrol,First,16.2,1199.0,74.0,690000.0
3135,Hyundai,Hyundai Verna 1.6,2013,34620,Petrol,Second,17.01,1591.0,121.3,535000.0
3136,Hyundai,Hyundai i10 Era,2010,56000,Petrol,First,19.81,1086.0,68.05,285000.0
3137,Mercedes-Benz,Mercedes-Benz E-Class E250,2014,81000,Diesel,First,13.0,2143.0,204.0,2275000.0
3138,Maruti,Maruti Zen LXI,1998,95150,Petrol,Third,17.3,993.0,60.0,45000.0
3139,Hyundai,Hyundai i10 Sportz,2013,32776,Petrol,First,20.36,1197.0,78.9,463999.99999999994
3140,Honda,Honda Amaze S,2016,51587,Diesel,First,25.8,1498.0,98.6,527000.0
3141,Tata,Tata Safari Storme,2016,36000,Diesel,First,14.1,2179.0,148.0,1000000.0
3142,Honda,Honda Brio 1.2,2015,22000,Petrol,First,18.5,1198.0,86.8,395000.0
3143,Hyundai,Hyundai i20 Asta,2010,30754,Petrol,First,17.0,1197.0,80.0,338000.0
3144,Volkswagen,Volkswagen Jetta 2012-2014,2018,37109,Petrol,First,14.69,1390.0,120.33,1680000.0
3145,Honda,Honda Jazz Select,2010,45000,Petrol,First,16.7,1198.0,88.8,199000.0
3146,Hyundai,Hyundai Grand i10,2017,33284,Petrol,First,18.9,1197.0,82.0,584000.0
3147,Jaguar,Jaguar XF Diesel,2016,55115,Diesel,First,14.74,2993.0,270.9,3615000.0
3148,Jaguar,Jaguar XF 2.2,2014,18000,Diesel,First,16.36,2179.0,187.7,2570000.0
3149,Mahindra,Mahindra XUV500 W8,2013,130790,Diesel,First,16.0,2179.0,140.0,924000.0
3150,Maruti,Maruti S Cross,2015,16607,Diesel,First,22.7,1598.0,118.0,765000.0
3151,Audi,Audi A4 2.0,2015,32205,Diesel,First,17.11,1968.0,174.33,2531000.0
3152,Renault,Renault Duster 110PS,2013,67000,Diesel,First,19.01,1461.0,108.45,475000.0
3153,Maruti,Maruti Swift Dzire,2014,57676,Petrol,First,19.1,1197.0,85.8,669000.0
3154,Volkswagen,Volkswagen Polo Petrol,2012,41000,Petrol,First,16.47,1198.0,73.9,310000.0
3155,Maruti,Maruti Omni 8,2012,65000,Petrol,First,19.7,796.0,35.0,155000.0
3156,Hyundai,Hyundai Grand i10,2019,12153,Petrol,First,18.9,1197.0,81.86,684000.0
3157,Tata,Tata Nano Twist,2014,16810,Petrol,First,25.4,624.0,37.5,160000.0
3158,Audi,Audi A4 30,2017,61221,Petrol,First,17.84,1395.0,147.51,2173000.0
3159,Volkswagen,Volkswagen Polo 1.2,2015,22000,Petrol,First,16.47,1198.0,74.0,475000.0
3160,Maruti,Maruti Alto 800,2015,63714,Petrol,First,22.74,796.0,47.3,245000.00000000003
3161,Mini,Mini Cooper 5,2019,14857,Diesel,First,20.7,1496.0,113.98,3155000.0
3162,Audi,Audi A4 New,2012,69000,Diesel,Second,15.2,1968.0,140.8,1025000.0
3163,Ford,Ford Endeavour Titanium,2019,14648,Diesel,First,12.62,2198.0,158.0,2736000.0
3164,Ford,Ford Ecosport 1.5,2013,100000,Petrol,Second,15.8,1499.0,110.0,650000.0
3165,Hyundai,Hyundai Grand i10,2016,22000,Petrol,First,18.9,1197.0,82.0,425000.0
3166,Chevrolet,Chevrolet Sail 1.2,2014,10000,Petrol,First,18.2,1199.0,82.4,550000.0
3167,Maruti,Maruti Swift Dzire,2015,107000,Petrol,First,20.85,1197.0,83.14,400000.0
3168,Tata,Tata Zest Revotron,2017,48198,Petrol,First,17.57,1193.0,88.7,465000.00000000006
3169,Mercedes-Benz,Mercedes-Benz New C-Class,2015,15000,Diesel,First,19.27,2143.0,170.0,2850000.0
3170,Chevrolet,Chevrolet Cruze LTZ,2014,80073,Diesel,First,17.3,1998.0,163.7,711000.0
3171,Maruti,Maruti Ritz VDi,2013,85388,Diesel,First,21.1,1248.0,73.9,390000.0
3172,Hyundai,Hyundai Grand i10,2017,14700,Petrol,First,18.9,1197.0,81.86,560000.0
3173,Maruti,Maruti Dzire LDI,2012,150000,Diesel,Third,28.4,1248.0,73.75,225000.0
3174,Hyundai,Hyundai Verna 1.6,2011,34994,Diesel,First,22.32,1582.0,126.32,390000.0
3175,Jaguar,Jaguar XF Diesel,2014,82536,Diesel,First,14.74,2993.0,270.9,2863000.0
3176,Skoda,Skoda Superb Elegance,2013,82000,Petrol,First,13.7,1798.0,157.75,725000.0
3177,Maruti,Maruti Wagon R,2006,52000,Petrol,Second,18.9,998.0,67.1,200000.0
3178,Volkswagen,Volkswagen Polo Petrol,2011,20000,Petrol,First,16.47,1198.0,73.9,350000.0
3179,Honda,Honda Civic 2010-2013,2011,55000,Petrol,First,14.8,1799.0,130.2,500000.0
3180,Maruti,Maruti Eeco CNG,2015,47001,CNG,First,20.0,1196.0,63.0,372000.0
3181,Maruti,Maruti Wagon R,2014,52000,Petrol,First,22.5,998.0,67.04,345000.0
3182,Maruti,Maruti Swift Dzire,2013,43284,Diesel,First,23.4,1248.0,74.0,450000.0
3183,Hyundai,Hyundai Creta 1.6,2018,23875,Petrol,First,13.0,1591.0,121.3,1436000.0
3184,Hyundai,Hyundai Grand i10,2016,51866,Petrol,First,18.9,1197.0,82.0,550000.0
3185,Nissan,Nissan Micra Diesel,2013,69000,Diesel,First,23.08,1461.0,63.1,300000.0
3186,Hyundai,Hyundai Grand i10,2017,62788,Petrol,First,18.9,1197.0,81.86,608000.0
3187,Volkswagen,Volkswagen Vento Diesel,2013,150000,Diesel,First,20.54,1598.0,103.6,500000.0
3188,Toyota,Toyota Fortuner 4x2,2015,47566,Diesel,First,12.55,2982.0,168.5,2025000.0
3189,Hyundai,Hyundai Santro GS,2002,67000,Petrol,Third,0.0,999.0,113.25304969366827,120000.0
3190,Toyota,Toyota Innova Crysta,2018,20300,Diesel,First,11.36,2755.0,171.5,1800000.0
3191,Mercedes-Benz,Mercedes-Benz A Class,2015,48300,Diesel,First,20.0,2143.0,107.3,1750000.0
3192,Hyundai,Hyundai EON D,2013,30000,Petrol,First,21.1,814.0,55.2,210000.0
3193,Hyundai,Hyundai Elantra CRDi,2012,36000,Diesel,Second,22.7,1582.0,126.24,750000.0
3194,Mini,Mini Cooper 3,2015,27641,Diesel,Second,20.7,1496.0,113.98,2477000.0
3195,Renault,Renault Duster 110PS,2015,60000,Diesel,First,19.64,1461.0,108.45,865000.0
3196,Ford,Ford Endeavour 3.2,2019,9000,Diesel,First,10.91,3198.0,197.0,3550000.0
3197,Toyota,Toyota Corolla Altis,2014,60750,Petrol,First,14.28,1798.0,138.03,1050000.0
3198,Mahindra,Mahindra XUV500 W7,2018,9000,Diesel,First,14.0,2179.0,155.0,1300000.0
3199,BMW,BMW 7 Series,2012,41100,Diesel,First,16.77,2993.0,261.49,2650000.0
3200,Maruti,Maruti Wagon R,2004,60000,Petrol,Second,17.3,1061.0,64.0,140000.0
3201,Honda,Honda City i,2017,38424,Petrol,First,17.8,1497.0,117.3,751000.0
3202,Maruti,Maruti Swift VDI,2014,50000,Diesel,First,22.9,1248.0,74.0,430000.0
3203,Honda,Honda City i-VTEC,2015,19000,Petrol,First,18.0,1497.0,117.3,894999.9999999999
3204,Maruti,Maruti Ertiga VDI,2015,58734,Diesel,First,20.77,1248.0,88.76,691000.0
3205,Renault,Renault Duster 110PS,2016,65257,Diesel,First,19.01,1461.0,108.45,975000.0
3206,Maruti,Maruti Swift Dzire,2010,130000,Diesel,Second,19.3,1248.0,73.9,400000.0
3207,Maruti,Maruti Ritz VDi,2011,79000,Diesel,First,23.2,1248.0,73.94,365000.0
3208,Mahindra,Mahindra XUV500 W8,2013,78000,Diesel,First,15.1,2179.0,140.0,1075000.0
3209,Honda,Honda Brio S,2015,49133,Petrol,First,19.4,1198.0,86.8,451000.0
3210,Mercedes-Benz,Mercedes-Benz M-Class ML,2016,22769,Diesel,First,0.0,2987.0,165.0,4922000.0
3211,Tata,Tata Manza Club,2014,54448,Diesel,First,21.02,1248.0,88.8,370000.0
3212,Toyota,Toyota Innova 2.5,2014,158793,Diesel,First,12.8,2494.0,102.0,1299000.0
3213,Maruti,Maruti Swift VXI,2015,62088,Petrol,First,18.6,1197.0,85.8,415000.00000000006
3214,Hyundai,Hyundai Verna 1.6,2012,14800,Petrol,First,17.01,1591.0,121.3,440000.00000000006
3215,Honda,Honda Mobilio S,2015,26000,Petrol,First,17.3,1497.0,117.3,425000.0
3216,Honda,Honda Amaze S,2017,32005,Petrol,First,18.0,1198.0,86.7,425000.0
3217,Honda,Honda City i-VTEC,2017,35000,Petrol,First,18.0,1497.0,117.3,770000.0
3218,Land,Land Rover Range,2015,52000,Diesel,First,12.7,2179.0,187.7,3975000.0
3219,Honda,Honda City i-VTEC,2017,11000,Petrol,First,17.4,1497.0,117.3,850000.0
3220,Mercedes-Benz,Mercedes-Benz E-Class 280,2008,62000,Petrol,First,9.5,2997.0,231.1,700000.0
3221,Ford,Ford Ikon 1.3,2002,65134,Petrol,Third,13.8,1299.0,70.0,80000.0
3222,Toyota,Toyota Fortuner 4x2,2013,71000,Diesel,First,13.0,2982.0,168.5,1525000.0
3223,Maruti,Maruti A-Star Vxi,2008,51366,Petrol,First,19.0,998.0,66.1,225000.0
3224,Tata,Tata Sumo EX,2016,46300,Diesel,First,14.07,1948.0,83.1,484999.99999999994
3225,Honda,Honda City V,2012,60908,Petrol,Second,15.6,1497.0,116.3,642000.0
3226,Nissan,Nissan Micra XV,2012,93450,Diesel,Second,23.19,1461.0,63.12,250000.0
3227,Hyundai,Hyundai Verna SX,2011,104000,Diesel,First,19.08,1582.0,126.32,575000.0
3228,Maruti,Maruti 800 Std,2003,52000,Petrol,First,16.1,796.0,37.0,50000.0
3229,Mahindra,Mahindra XUV500 W8,2015,42999,Diesel,First,15.1,2179.0,140.0,1152000.0
3230,Maruti,Maruti SX4 VDI,2014,90000,Diesel,First,21.5,1248.0,88.8,450000.0
3231,Hyundai,Hyundai i20 Sportz,2013,72000,Petrol,First,15.0,1396.0,98.6,475000.0
3232,Hyundai,Hyundai Creta 1.6,2019,54321,Diesel,First,19.67,1582.0,126.2,1354000.0
3233,Mercedes-Benz,Mercedes-Benz E-Class E250,2015,59630,Diesel,First,13.0,2143.0,201.1,2341000.0
3234,Toyota,Toyota Fortuner 4x2,2013,116000,Diesel,Second,12.55,2982.0,168.5,1925000.0
3235,Volvo,Volvo S60 D4,2015,34000,Diesel,First,9.0,1984.0,181.0,2000000.0
3236,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2011,70000,Diesel,First,14.21,2143.0,203.0,1300000.0
3237,Honda,Honda Accord 2.4,2010,80000,Petrol,First,10.2,2354.0,180.0,399000.0
3238,Honda,Honda Amaze S,2015,110000,Diesel,First,25.8,1498.0,98.6,465000.00000000006
3239,Maruti,Maruti Dzire ZDI,2013,56454,Diesel,First,28.4,1248.0,73.75,465000.00000000006
3240,Maruti,Maruti Swift LXI,2013,60000,Petrol,First,18.6,1197.0,85.8,315000.0
3241,Toyota,Toyota Corolla Altis,2013,56000,Petrol,First,14.53,1798.0,138.1,825000.0
3242,Land,Land Rover Range,2012,63000,Diesel,Second,11.49,4367.0,335.3,6500000.0
3243,Maruti,Maruti Swift VDI,2012,63000,Diesel,First,22.9,1248.0,74.0,450000.0
3244,Jeep,Jeep Compass 2.0,2017,15050,Diesel,First,16.3,1956.0,170.0,1750000.0
3245,Maruti,Maruti Swift VXI,2016,29401,Petrol,First,20.4,1197.0,81.8,430999.99999999994
3246,Honda,Honda Jazz 1.2,2016,25238,Petrol,First,18.7,1199.0,88.7,620000.0
3247,Toyota,Toyota Etios GD,2011,79000,Diesel,First,23.59,1364.0,113.25304969366827,467000.0
3248,Volkswagen,Volkswagen Polo Petrol,2011,58752,Petrol,First,16.47,1198.0,73.9,332000.0
3249,Honda,Honda Civic 2006-2010,2011,62000,Petrol,First,12.9,1799.0,130.0,375000.0
3250,Toyota,Toyota Etios G,2013,132000,Petrol,First,16.78,1496.0,88.73,470000.0
3251,Hyundai,Hyundai Verna 1.6,2016,51000,Petrol,First,17.01,1591.0,121.3,650000.0
3252,Toyota,Toyota Innova 2.5,2009,185200,Diesel,First,12.8,2494.0,102.0,725000.0
3253,Maruti,Maruti SX4 S,2016,61717,Diesel,First,22.7,1598.0,118.0,894000.0
3254,Ford,Ford Freestyle Titanium,2018,8896,Petrol,First,19.0,1194.0,94.68,734000.0
3255,Maruti,Maruti Baleno Alpha,2016,17000,Petrol,First,21.4,1197.0,83.1,690000.0
3256,Honda,Honda Jazz V,2016,31378,Petrol,First,18.2,1199.0,88.7,590000.0
3257,Hyundai,Hyundai Verna 1.6,2013,114000,Diesel,First,22.32,1582.0,126.3,675000.0
3258,Honda,Honda Amaze VX,2014,81000,Diesel,First,25.8,1498.0,98.6,409999.99999999994
3259,Audi,Audi Q3 30,2017,31000,Diesel,First,18.51,1968.0,147.51,2700000.0
3260,Skoda,Skoda Rapid 2013-2016,2014,35000,Petrol,First,15.0,1598.0,103.52,450000.0
3261,Audi,Audi A4 2.0,2013,60001,Diesel,First,17.11,1968.0,174.33,1450000.0
3262,Maruti,Maruti Swift Dzire,2014,75074,Diesel,First,23.4,1248.0,74.0,525000.0
3263,Tata,Tata Indica Vista,2012,80000,Diesel,Second,22.3,1248.0,74.0,120000.0
3264,Toyota,Toyota Innova 2.5,2006,147350,Diesel,Second,12.99,2494.0,100.6,495000.0
3265,Renault,Renault Duster 110PS,2013,60000,Diesel,First,19.64,1461.0,108.45,750000.0
3266,Mercedes-Benz,Mercedes-Benz E-Class E400,2015,7501,Petrol,First,10.0,2996.0,333.0,4800000.0
3267,Honda,Honda Amaze S,2015,58000,Diesel,First,25.8,1498.0,98.6,445000.0
3268,Mercedes-Benz,Mercedes-Benz GLE 350d,2018,29277,Diesel,First,11.57,2987.0,254.79,5965000.0
3269,Maruti,Maruti Ritz VDi,2015,57034,Diesel,First,23.2,1248.0,73.94,438000.0
3270,Maruti,Maruti Ciaz ZDi,2016,40810,Diesel,First,28.09,1248.0,88.5,790000.0
3271,Hyundai,Hyundai Santro Xing,2008,35268,Petrol,Second,0.0,1086.0,62.0,188000.0
3272,BMW,BMW 5 Series,2008,81000,Diesel,Second,18.48,1621.276449941501,113.25304969366827,1050000.0
3273,Maruti,Maruti Baleno Delta,2018,34630,Petrol,First,21.4,1197.0,83.1,729000.0
3274,Ford,Ford Fiesta Diesel,2012,45122,Diesel,First,23.5,1498.0,88.7,600000.0
3275,Mahindra,Mahindra XUV500 W8,2011,126000,Diesel,Third,16.0,2179.0,140.0,670000.0
3276,Maruti,Maruti Alto LXi,2009,63000,Petrol,First,19.7,796.0,46.3,150000.0
3277,Mini,Mini Cooper 3,2016,32298,Diesel,First,20.7,1496.0,113.98,2380000.0
3278,Mahindra,Mahindra XUV500 W8,2014,63288,Diesel,First,15.1,2179.0,140.0,777000.0
3279,Hyundai,Hyundai Santro Xing,2012,43337,Petrol,First,17.92,1086.0,62.1,332000.0
3280,Maruti,Maruti Swift VDI,2015,46561,Diesel,First,22.9,1248.0,74.0,494000.00000000006
3281,Mercedes-Benz,Mercedes-Benz A Class,2013,34000,Diesel,Second,20.0,2143.0,107.3,1100000.0
3282,Renault,Renault KWID RXT,2016,48000,Petrol,First,25.17,799.0,53.3,340000.0
3283,Maruti,Maruti Swift VDI,2013,56263,Diesel,First,22.9,1248.0,74.0,417000.0
3284,Maruti,Maruti Zen LXI,2005,84060,Petrol,Second,17.3,993.0,60.0,125000.0
3285,Hyundai,Hyundai Grand i10,2016,9000,Petrol,First,18.9,1197.0,82.0,545000.0
3286,Tata,Tata Manza Aura,2012,79000,Diesel,First,21.12,1248.0,88.8,259000.0
3287,Mahindra,Mahindra XUV500 W10,2015,87900,Diesel,First,16.0,2179.0,140.0,1201000.0
3288,Maruti,Maruti Swift Dzire,2010,72425,Petrol,Second,17.5,1197.0,85.8,245000.00000000003
3289,Audi,Audi Q3 35,2015,38000,Diesel,First,15.73,1968.0,174.33,2900000.0
